Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
66.826,17.903,75.990,39.643,34.259,27.576,25.693,31.700,35.278,26.146,38.795,34.338,48.977,44.528,21.682,11.871,7.077,19.953,14.317,13.571,22.802,14.284,9.140
67.674,15.685,71.779,39.243,32.732,25.060,24.786,30.200,31.557,26.292,35.091,30.075,53.523,50.042,18.818,9.661,7.096,15.507,14.308,11.393,27.688,12.137,8.228
62.663,15.355,67.865,42.429,33.643,22.285,24.421,30.586,27.241,24.885,40.795,32.200,52.386,48.694,17.386,9.960,7.346,18.385,15.808,12.774,24.917,10.931,9.272
68.988,19.839,80.423,42.514,36.589,24.139,25.986,31.671,31.278,24.750,40.386,29.962,51.136,48.931,24.273,10.298,5.856,17.297,13.644,12.774,23.917,11.392,9.926
65.419,17.944,75.837,40.971,35.420,27.901,25.014,32.229,30.759,25.875,38.841,32.300,47.795,52.486,22.432,9.685,8.279,18.986,12.423,13.179,26.292,11.078,8.787
66.895,17.419,68.500,40.600,32.848,24.384,24.521,28.857,29.089,23.833,36.523,35.562,48.318,49.444,21.091,8.774,6.962,18.061,14.192,13.286,24.948,12.382,8.934
63.430,17.992,71.663,47.229,32.152,26.497,26.000,32.700,29.278,26.750,35.614,33.963,56.295,49.542,18.909,9.468,6.183,19.034,15.913,14.036,26.667,12.176,9.699
62.128,16.952,62.346,43.414,29.812,22.954,25.371,33.186,27.430,25.083,31.909,34.463,55.591,50.083,15.909,10.153,8.250,15.655,17.510,11.833,27.573,11.137,9.000
64.395,16.379,69.606,44.157,26.750,24.656,22.643,30.100,30.000,24.208,36.341,37.213,53.432,51.792,20.659,10.597,8.779,17.473,13.635,11.714,26.604,11.127,10.868
62.744,15.202,61.962,44.457,28.643,22.709,23.621,31.243,26.937,25.458,29.682,35.850,55.364,49.542,17.023,8.847,8.029,16.824,16.346,11.690,26.396,10.245,8.801
64.302,16.839,65.240,48.814,29.375,24.993,23.414,30.743,28.152,23.344,38.955,30.525,51.591,49.792,21.136,11.040,7.269,18.027,14.327,14.536,30.302,9.745,9.147
64.977,16.121,58.529,45.414,33.339,22.788,24.714,31.814,29.886,22.990,33.909,33.000,53.409,48.681,16.159,10.194,9.212,17.412,16.010,12.738,24.562,11.088,9.368
64.000,14.403,60.452,43.100,31.696,22.907,24.207,32.686,29.380,24.646,39.318,35.763,53.409,47.556,17.705,10.137,9.663,16.459,16.019,12.881,25.344,10.353,9.941
69.128,17.839,66.298,50.243,31.571,23.735,23.843,31.286,31.684,24.469,40.023,36.912,53.000,46.292,19.364,9.774,7.923,19.939,13.423,16.381,30.812,12.608,8.912
63.814,14.129,57.019,41.571,30.750,23.258,24.579,29.286,30.367,26.948,34.182,33.812,47.432,48.000,16.432,10.323,9.587,19.554,15.529,12.631,27.354,9.539,9.721
64.744,17.331,61.673,47.071,31.964,24.596,24.229,31.871,32.291,26.969,42.750,32.938,49.045,47.528,24.409,10.629,8.721,23.392,12.837,14.440,30.521,12.049,9.618
64.407,14.113,59.038,39.400,34.009,23.960,22.386,32.471,33.532,27.375,41.000,37.138,58.295,45.417,18.227,11.097,8.683,18.588,14.692,15.190,27.115,10.265,8.993
70.395,17.073,58.231,45.500,31.955,26.020,23.957,29.114,34.481,27.188,38.000,33.912,51.750,45.375,23.909,10.500,9.740,23.250,13.683,15.214,31.948,11.627,9.132
67.744,18.315,61.019,46.057,33.205,26.781,23.429,27.943,34.241,28.125,43.023,38.250,53.091,45.625,25.023,10.944,8.606,22.872,12.971,13.964,31.385,10.637,10.338
67.500,15.944,59.394,45.286,32.259,25.821,20.471,29.429,36.430,29.229,36.341,32.625,51.636,46.181,23.864,9.468,10.625,21.574,16.202,16.738,29.573,12.402,10.522
67.453,17.637,61.423,44.429,33.402,27.199,21.986,30.700,40.190,27.094,42.182,32.888,54.932,43.236,26.341,10.484,10.635,23.243,14.596,15.726,30.844,13.039,10.706
67.198,17.903,61.337,43.486,33.795,31.265,20.379,28.900,38.063,29.865,37.114,29.000,56.841,45.972,22.182,9.782,12.077,23.014,15.279,14.310,30.562,12.804,10.640
65.012,19.355,64.010,43.529,34.402,29.391,21.279,29.271,39.380,30.406,36.455,31.987,58.477,49.333,22.727,10.573,10.981,23.034,14.490,16.631,30.906,13.755,8.397
63.337,14.710,53.673,39.814,29.670,28.550,23.179,31.543,37.861,26.854,34.727,32.325,59.455,46.889,19.955,11.363,12.327,22.372,14.644,13.774,31.500,12.294,9.721
62.349,14.282,55.423,43.229,30.000,28.318,22.336,31.971,39.595,31.052,35.636,33.037,64.045,45.944,18.909,8.718,12.356,21.730,15.019,13.774,28.646,12.098,9.051
71.105,18.750,60.452,42.900,28.473,29.887,19.907,31.543,41.329,28.656,36.659,28.625,55.114,49.292,23.023,9.540,12.212,23.993,16.837,13.774,30.135,11.176,8.265
64.221,16.427,54.913,42.829,25.143,30.113,20.129,30.371,38.025,32.198,35.386,32.638,61.386,44.292,20.364,7.911,12.029,22.095,15.346,12.214,28.635,10.951,8.824
65.302,13.500,56.308,41.314,26.125,28.927,20.207,32.857,37.101,30.073,33.091,38.213,63.295,46.222,21.091,8.556,12.125,23.939,14.154,12.143,27.260,9.863,8.875
67.314,17.589,63.885,44.443,27.920,31.517,20.707,29.400,39.835,30.062,34.523,35.138,65.591,47.097,25.364,8.742,13.827,23.446,14.846,14.131,28.146,11.265,9.301
67.023,20.137,62.308,45.757,27.054,32.053,20.471,27.114,38.835,28.802,36.682,32.237,61.568,48.042,23.545,9.016,15.202,22.459,14.856,14.179,30.583,12.755,8.610
65.291,17.274,66.779,46.143,28.152,32.974,18.257,28.871,40.443,31.375,35.273,32.037,56.886,49.014,26.045,9.403,15.702,22.351,14.538,15.405,29.542,14.000,8.529
62.384,17.548,62.058,44.671,29.688,34.735,18.171,32.600,40.177,34.167,36.273,31.462,62.659,52.889,23.386,9.444,13.548,23.878,11.962,16.071,27.719,13.304,8.934
63.337,15.540,53.240,41.457,30.277,33.808,18.479,30.929,39.367,33.302,34.727,33.675,62.705,52.056,18.182,8.694,11.000,19.932,14.442,15.333,29.958,12.529,8.603
53.895,16.226,54.173,42.043,31.759,33.265,20.707,32.629,38.696,30.833,32.182,36.200,53.432,49.736,14.705,8.444,16.452,18.709,15.615,13.905,28.688,14.775,8.324
64.698,14.323,60.712,42.071,32.500,32.232,21.871,33.814,41.848,34.281,31.636,34.263,60.455,55.875,20.364,7.476,12.644,19.926,15.510,13.690,28.385,15.627,10.213
60.058,15.105,56.606,41.614,31.152,29.854,18.793,31.557,40.392,31.427,27.886,36.438,63.886,53.403,19.250,8.266,12.471,19.601,13.250,12.310,25.594,13.294,8.125
62.465,16.573,59.721,41.086,34.366,32.642,21.564,27.014,38.380,33.542,31.091,37.487,68.364,53.194,20.477,8.145,13.798,19.101,17.029,15.405,27.365,14.500,8.272
59.488,16.040,62.212,42.357,34.821,33.543,20.400,31.929,40.785,32.115,26.477,35.975,70.523,52.681,20.977,8.347,13.865,19.358,15.202,13.524,25.969,14.167,9.147
62.337,14.234,61.317,40.514,36.268,31.397,21.257,29.386,39.278,31.177,29.841,33.425,72.659,53.944,19.091,8.524,10.933,21.007,16.058,13.774,29.990,14.088,8.934
59.744,15.274,62.317,42.229,36.545,35.060,24.693,29.600,37.304,30.198,31.841,38.638,71.636,55.236,18.909,8.597,13.433,22.284,15.471,13.524,27.479,14.049,8.772
56.000,15.887,63.942,39.543,36.161,32.967,20.557,29.414,35.772,30.760,31.295,35.525,65.545,55.653,21.205,7.234,12.885,20.311,14.029,12.143,26.510,14.049,9.382
59.326,13.685,62.365,41.957,38.250,32.536,23.314,30.229,41.949,29.292,26.955,32.600,63.318,54.986,20.295,5.879,12.404,21.216,14.750,13.167,28.042,14.118,9.007
64.023,14.661,66.183,39.000,35.134,32.934,22.021,30.471,37.949,32.854,29.409,33.987,68.386,52.778,20.364,9.105,13.115,19.068,14.423,13.774,25.229,17.539,10.029
59.988,18.508,72.067,45.214,37.804,36.503,23.464,26.129,39.190,31.760,32.477,34.975,70.568,56.333,22.864,7.992,15.269,20.412,13.721,15.143,25.167,17.020,9.779
61.174,14.468,62.125,40.271,36.705,32.325,22.707,29.229,38.266,34.417,31.568,37.525,65.432,51.514,17.227,9.048,13.404,18.081,15.192,15.155,21.094,15.451,8.904
65.163,17.710,72.462,43.914,38.054,36.079,20.521,28.871,41.608,31.031,30.159,31.862,69.364,56.208,24.386,9.685,11.981,20.257,12.971,13.012,23.927,17.549,10.213
58.616,14.597,61.462,41.914,35.705,32.033,21.593,31.757,40.924,38.344,34.295,35.862,82.068,53.153,15.955,9.823,12.798,17.764,13.558,14.464,23.354,15.578,9.250
57.919,14.669,64.327,39.200,36.089,35.086,21.336,32.700,35.494,35.406,30.727,34.550,76.841,56.639,18.500,9.355,13.933,20.358,15.231,15.048,25.229,15.980,10.588
59.547,17.548,71.096,41.857,35.652,38.669,21.929,27.271,43.038,33.885,28.795,37.075,77.750,54.528,21.409,9.258,12.490,22.453,15.394,13.726,23.104,17.510,9.154
58.674,18.855,72.856,46.714,34.929,34.384,21.179,26.614,40.848,31.073,37.409,34.725,84.477,56.722,22.636,9.210,16.981,21.574,15.433,13.179,27.656,17.000,10.603
57.407,16.815,70.087,45.629,35.241,32.159,21.707,28.614,40.316,30.375,28.909,32.088,75.773,56.806,23.227,9.355,14.144,20.534,12.327,16.440,23.427,18.765,8.765
57.442,17.121,68.471,43.343,35.018,36.358,21.743,29.857,39.785,31.698,35.432,35.987,78.795,51.431,23.841,11.919,15.606,22.824,14.346,15.548,23.865,18.627,8.228
56.512,15.492,61.760,45.429,35.893,31.338,21.814,33.929,36.304,33.823,28.568,36.825,84.523,53.278,19.591,9.508,13.183,19.851,15.654,15.345,19.760,16.539,8.824
57.721,16.153,63.038,49.071,32.214,33.490,22.236,36.343,37.114,28.552,26.750,34.450,78.795,56.653,19.727,10.895,12.115,21.845,14.798,15.190,23.938,16.176,10.176
61.686,15.427,63.163,45.543,35.679,33.258,23.736,33.157,35.038,29.625,28.591,33.838,77.136,55.667,20.114,9.210,12.760,18.514,15.010,14.667,20.927,16.843,10.897
60.465,17.798,72.837,49.929,34.902,34.311,21.500,29.471,33.316,28.729,30.068,33.300,79.773,56.222,23.409,8.419,14.625,22.682,14.788,15.083,26.542,18.304,9.265
54.395,15.694,63.654,51.886,33.357,32.026,23.643,32.943,37.127,33.302,26.659,33.662,79.068,52.639,18.682,8.202,13.000,20.486,13.817,15.917,22.448,16.176,10.537
55.674,14.137,57.538,55.800,31.036,32.212,21.221,32.114,35.557,29.771,27.273,34.650,79.295,53.028,18.023,8.750,12.952,18.128,15.663,16.595,22.135,17.824,11.257
49.151,18.540,71.115,54.186,34.027,33.742,21.236,29.571,34.506,28.458,33.386,32.188,76.273,52.431,24.136,7.831,12.240,21.378,14.760,15.214,25.760,18.441,9.287
55.965,15.355,60.683,54.157,30.750,31.656,21.300,33.371,37.342,30.927,24.409,31.888,76.977,52.486,19.114,8.952,13.221,19.561,13.913,15.464,26.802,18.882,9.559
52.605,16.258,61.519,56.443,33.518,31.854,22.671,35.229,32.506,28.906,28.795,36.350,79.250,52.153,20.091,8.831,12.615,18.635,14.933,14.500,23.760,20.588,9.926
55.593,14.040,62.798,59.714,34.384,27.974,23.250,33.429,33.266,28.760,28.000,31.675,78.864,52.278,18.864,10.637,12.135,18.284,14.875,14.369,21.656,17.588,10.287
53.779,14.024,59.865,55.629,35.277,30.980,21.850,29.243,35.418,29.594,24.318,32.925,81.159,53.708,20.295,10.355,12.865,15.845,14.394,15.012,26.781,18.471,10.118
57.198,15.855,63.308,57.114,39.286,29.384,22.371,35.300,31.089,30.219,27.705,36.763,73.932,53.306,20.455,10.048,12.971,16.311,15.625,16.321,26.135,18.304,9.868
53.744,20.516,71.846,53.543,41.580,32.603,22.821,30.886,33.051,26.302,36.091,29.788,83.568,55.764,19.432,10.427,13.904,16.419,15.125,15.488,29.062,19.186,10.000
59.221,17.871,71.365,57.029,44.500,30.709,22.857,27.029,29.797,28.792,28.841,35.925,75.773,53.528,23.273,7.202,10.913,18.216,13.500,17.226,28.375,17.284,9.059
54.930,17.185,68.644,51.014,40.938,30.616,20.836,30.114,33.101,30.281,30.500,32.638,80.750,56.306,21.455,9.613,13.635,17.703,11.971,18.417,27.292,17.265,9.382
54.849,15.500,69.885,50.500,43.455,30.305,21.521,29.986,30.329,28.469,30.227,36.450,82.455,54.069,21.432,10.129,14.279,19.088,13.981,19.190,29.385,17.676,9.757
51.465,16.694,76.654,48.700,47.107,30.464,24.507,32.157,32.582,27.010,30.886,32.013,79.045,49.222,24.727,11.056,14.731,17.081,12.712,15.988,31.156,16.010,10.603
50.267,12.694,66.538,51.486,44.411,29.298,26.236,32.100,32.532,30.458,25.659,36.338,81.500,50.528,19.886,10.153,10.837,15.135,15.260,15.619,26.656,14.765,9.125
54.802,16.903,66.721,49.400,43.473,28.159,23.693,36.529,30.899,30.292,27.636,35.700,85.318,53.986,18.977,9.879,15.962,15.500,14.221,16.690,27.969,17.480,8.956
57.733,17.065,74.212,52.229,43.384,28.099,23.450,31.343,31.810,32.198,29.727,35.100,78.614,53.611,23.205,10.315,13.740,13.122,13.250,15.833,32.865,15.804,9.426
54.733,18.508,80.731,49.071,44.304,29.053,23.629,26.286,32.987,29.625,31.023,34.487,74.977,56.472,23.455,8.484,14.356,14.176,14.808,15.690,29.354,16.049,10.007
51.895,18.637,70.692,47.900,40.643,28.351,23.150,29.843,33.709,28.698,31.841,36.138,84.068,55.264,25.659,10.145,14.635,14.750,13.298,16.476,27.208,16.431,11.882
56.488,16.185,67.365,46.857,44.464,26.060,23.350,31.543,31.101,27.052,29.182,36.700,74.295,54.181,20.568,9.105,12.269,12.723,15.885,13.988,26.188,16.324,10.368
54.116,15.879,67.510,51.943,45.518,26.325,23.936,31.057,33.177,30.854,25.977,36.850,79.182,54.653,21.773,10.605,15.846,13.588,13.135,16.119,27.854,17.598,10.316
52.070,16.669,67.394,52.500,43.366,27.642,25.464,31.086,31.418,30.688,30.432,34.525,80.568,50.458,21.295,8.742,13.337,11.709,16.442,15.274,27.562,16.167,9.044
55.384,18.524,75.365,53.129,45.875,26.252,23.771,33.129,32.278,28.667,36.364,35.537,69.273,49.597,30.341,9.629,14.827,12.885,14.346,18.631,31.906,18.618,8.728
50.151,16.710,69.731,48.229,46.223,25.921,25.829,31.871,30.304,30.302,26.341,36.237,78.341,50.306,22.091,9.242,13.000,10.534,13.231,13.940,33.885,16.824,8.919
53.733,18.718,75.769,50.771,44.964,25.907,24.729,26.114,35.557,27.615,36.205,35.600,77.295,49.944,27.773,8.718,15.846,10.412,15.356,14.976,33.323,16.059,10.382
54.419,20.032,76.404,51.914,44.875,25.609,24.350,25.029,36.797,29.302,35.614,36.888,75.409,54.097,27.523,8.444,14.490,9.703,14.962,16.381,34.479,16.676,10.978
57.744,19.282,78.885,49.757,39.777,23.709,22.486,27.843,34.810,28.688,30.864,37.037,68.955,51.306,24.886,9.153,15.721,12.149,15.442,15.310,31.979,18.373,8.949
55.895,17.879,66.510,48.900,45.268,21.411,23.907,29.771,32.418,29.583,32.614,38.362,69.591,49.014,21.614,10.508,11.990,10.811,14.221,15.833,32.906,16.824,9.029
55.872,17.863,71.346,47.686,44.491,26.510,23.793,28.543,35.861,27.958,34.841,36.275,66.636,53.361,29.045,9.863,13.788,11.365,14.317,15.857,36.906,16.225,9.824
64.314,20.427,73.933,49.743,44.223,23.901,22.071,28.529,36.291,29.156,31.682,37.475,72.636,50.278,29.386,11.597,15.788,12.196,13.596,16.357,39.667,17.441,9.904
60.000,20.065,76.933,51.643,42.643,24.510,24.257,26.657,39.051,31.583,35.045,32.125,73.205,53.778,27.045,11.823,15.846,11.453,12.827,17.214,39.500,15.520,9.324
57.605,18.984,70.942,48.829,41.714,22.722,25.343,31.514,39.911,31.333,30.295,35.963,70.068,54.319,21.568,10.532,14.115,11.980,14.096,16.357,39.750,17.951,8.346
60.256,17.879,71.769,53.057,46.902,23.033,21.464,31.529,41.987,33.917,28.136,32.037,69.523,51.875,21.386,11.298,14.173,11.980,14.212,15.905,41.365,18.029,7.934
62.895,17.532,70.894,52.571,45.643,20.656,24.007,29.900,40.076,27.677,25.636,34.175,75.955,55.069,21.886,12.556,16.212,11.669,14.337,13.845,37.719,18.059,7.831
61.860,17.371,74.692,54.171,43.759,24.007,23.879,25.971,41.380,32.427,31.977,33.750,74.386,50.778,21.091,11.895,15.298,12.020,13.779,15.298,43.521,16.000,9.103
62.151,23.444,78.519,59.186,45.562,25.305,23.171,26.386,41.190,29.615,38.386,33.925,71.045,55.069,22.909,11.677,18.760,14.014,10.692,16.893,43.510,18.431,8.882
63.733,16.008,72.817,51.614,41.009,23.219,26.221,32.814,40.089,31.250,31.364,31.888,76.727,50.236,19.841,11.532,15.423,11.932,14.817,13.786,38.750,17.902,9.096
65.058,20.645,81.760,55.629,43.670,25.046,25.243,24.971,44.709,33.271,32.864,32.075,73.795,56.194,29.159,11.960,15.240,15.149,14.115,14.464,40.115,17.676,8.051
62.047,18.935,76.529,55.500,42.964,24.967,24.336,29.957,46.671,33.625,31.091,34.525,76.955,57.472,21.909,12.927,15.375,15.203,13.038,14.143,40.552,17.863,8.838
64.302,18.879,75.683,55.957,40.688,23.980,23.536,31.671,43.051,34.083,35.432,34.588,77.295,54.431,27.295,11.073,14.385,12.912,12.433,14.452,36.333,14.804,8.831
72.105,24.250,77.712,54.186,39.973,27.993,24.171,30.357,46.152,32.417,36.659,33.463,77.523,54.944,30.091,12.863,16.462,13.851,12.346,14.048,38.708,18.765,9.199
64.209,22.194,82.856,60.286,40.455,26.642,23.950,26.900,44.835,32.146,35.750,34.138,79.364,53.625,30.955,13.597,14.346,14.345,12.615,14.690,37.635,17.343,9.684
61.198,19.960,72.067,55.600,41.196,25.497,25.300,32.829,46.658,35.323,31.432,31.837,82.136,54.403,21.841,14.468,13.673,13.324,12.875,16.464,36.781,15.941,8.978
59.058,18.871,81.288,60.557,39.804,27.351,24.007,30.929,47.873,33.969,37.750,34.025,75.500,55.736,22.091,14.331,14.058,13.243,13.356,14.726,41.333,17.000,7.926
60.500,19.992,89.260,59.757,40.804,28.914,25.807,29.500,48.608,33.969,37.455,31.237,76.182,56.778,27.500,14.411,16.038,12.507,12.413,14.179,38.604,16.882,9.603
63.640,21.137,86.221,56.829,40.143,30.629,26.071,29.500,52.911,34.958,38.182,35.725,76.886,56.778,31.977,15.524,16.567,11.716,12.913,16.298,40.042,18.608,10.603
60.384,16.742,76.163,58.186,38.438,27.351,23.614,34.586,49.380,36.865,31.909,34.912,79.977,52.667,23.477,13.121,14.875,10.155,13.673,14.012,38.354,16.196,9.154
56.709,19.129,83.788,57.386,37.696,31.530,25.271,29.900,50.810,35.010,37.068,34.487,74.682,54.194,27.068,15.097,15.173,12.189,13.760,15.321,40.698,19.088,9.463
57.000,15.097,77.538,53.471,35.152,28.788,22.993,33.086,48.684,35.062,33.409,33.438,80.045,54.792,22.818,13.250,14.981,8.378,12.567,13.893,36.958,17.520,8.118
52.837,17.661,77.308,57.543,37.089,30.503,25.429,32.243,51.380,32.010,36.795,29.737,62.364,57.139,24.750,14.758,14.433,9.676,12.606,15.464,43.979,17.598,7.919
55.407,16.379,77.471,49.557,34.839,27.914,24.543,32.229,50.278,35.823,34.045,36.412,71.841,50.708,25.659,12.137,13.192,10.196,14.212,14.786,37.854,15.627,8.676
54.012,16.218,78.163,55.814,30.732,28.808,24.671,30.471,51.342,34.125,32.409,33.888,74.409,51.778,20.364,14.863,11.933,8.716,13.808,14.976,36.125,16.588,8.250
59.895,19.282,89.163,58.343,34.286,29.517,24.107,29.543,49.772,33.083,29.205,34.075,74.591,52.569,28.932,13.637,13.635,9.514,12.558,15.631,39.635,17.784,9.206
54.233,17.331,77.058,54.557,31.500,27.099,24.521,31.000,47.962,34.740,38.273,31.400,70.568,51.472,22.841,13.218,12.433,9.669,14.548,17.131,40.510,15.657,9.434
58.209,18.298,86.413,55.429,34.545,29.040,23.436,27.400,47.873,34.792,35.932,32.000,74.773,50.583,30.977,11.621,13.173,10.568,13.423,16.548,46.156,17.265,9.103
55.442,16.452,80.769,58.271,31.018,26.305,25.036,32.514,53.139,36.677,37.477,32.925,76.295,51.125,27.523,14.532,12.894,10.277,13.577,14.083,44.271,14.706,8.103
51.570,17.395,75.721,54.257,35.223,25.417,22.907,31.614,49.823,31.833,30.909,32.612,73.227,51.569,24.545,12.113,12.981,10.196,12.981,13.607,44.667,16.078,8.169
52.721,19.202,88.894,54.843,32.455,26.285,22.921,28.900,49.051,32.938,37.636,32.812,72.227,52.264,30.750,12.556,12.096,11.351,14.308,15.321,49.125,16.559,7.787
51.907,17.185,83.808,54.100,33.366,24.742,23.414,32.271,48.911,36.615,34.818,30.112,76.114,56.167,23.409,12.202,11.933,11.568,15.779,13.262,43.990,17.167,8.574
43.070,16.210,80.106,59.386,39.098,26.642,23.529,32.329,46.646,36.000,35.250,34.162,73.023,51.194,17.750,13.597,11.183,11.635,13.250,14.429,42.854,17.098,7.765
50.523,15.621,74.962,54.471,37.125,24.868,22.929,32.529,49.620,36.729,31.500,34.963,77.773,53.153,25.795,11.645,11.298,12.027,13.567,13.833,43.167,18.578,7.625
50.698,18.371,89.577,61.971,38.982,26.437,21.843,32.000,48.392,32.698,43.250,29.212,69.114,54.569,26.227,10.879,11.308,13.662,13.135,12.464,49.000,17.971,8.162
48.628,15.210,81.865,53.914,37.268,24.245,21.764,35.757,46.772,36.740,32.318,36.263,77.432,59.514,24.364,12.379,13.260,14.459,15.471,16.738,47.865,17.971,9.029
50.826,17.290,91.356,58.871,39.527,28.205,22.986,31.714,45.278,34.312,36.591,36.838,76.727,58.417,33.114,11.790,12.769,15.743,14.654,15.500,48.531,16.804,10.654
53.407,16.863,87.115,61.071,40.545,27.060,23.957,29.243,48.671,35.896,38.136,37.688,76.159,61.667,29.386,11.645,12.250,12.115,12.644,15.595,48.375,19.186,9.272
51.523,19.210,87.827,61.057,39.098,26.000,23.493,28.586,47.063,31.479,34.136,35.700,76.682,57.764,31.250,11.266,12.933,16.385,13.779,15.262,50.208,16.245,10.338
49.035,17.581,86.625,59.614,35.929,26.510,23.650,33.414,46.823,35.573,36.977,36.425,71.659,58.569,29.864,11.629,12.240,16.088,14.240,15.631,48.323,16.275,9.926
47.791,16.629,89.798,61.700,41.938,26.325,23.336,33.800,47.532,35.125,38.432,37.263,73.955,57.903,30.182,9.452,10.808,16.169,13.106,16.095,46.927,17.353,10.801
51.488,16.879,88.904,59.386,36.071,27.397,24.014,29.743,42.747,32.510,35.545,38.075,71.955,56.819,31.955,11.161,11.837,16.439,13.375,15.131,50.667,16.441,8.728
48.116,15.597,84.096,56.843,37.991,28.219,24.250,35.600,40.038,34.552,36.250,40.600,76.273,64.972,27.432,12.718,9.317,16.709,13.202,15.881,46.375,16.853,9.868
48.965,16.121,89.192,60.986,35.402,28.894,24.079,37.814,43.532,38.396,31.477,35.175,79.614,64.597,27.205,8.766,10.144,14.270,15.106,15.845,48.448,14.235,10.265
54.733,17.508,93.913,62.429,34.786,28.887,22.386,32.371,42.747,32.240,39.364,39.562,75.136,63.903,30.773,8.121,9.885,15.608,12.856,16.190,50.625,19.314,10.625
50.512,16.621,94.644,64.657,34.911,29.060,23.493,33.029,43.671,32.156,35.818,34.662,67.023,62.458,31.659,9.790,8.298,14.824,11.923,15.190,49.740,14.676,8.662
50.012,15.944,85.625,60.557,34.893,27.848,22.200,29.986,38.000,33.917,34.818,38.825,67.932,66.861,27.795,9.274,7.250,13.162,12.183,14.857,49.844,15.912,8.603
46.686,12.758,83.365,65.943,34.527,25.702,24.950,30.786,37.975,30.979,30.886,40.775,73.705,71.444,25.932,9.185,5.423,12.872,14.077,14.929,47.531,15.931,8.382
47.256,16.161,96.173,70.514,35.036,32.364,27.436,30.257,39.924,31.188,36.159,36.850,68.364,67.583,32.886,9.548,6.798,13.149,11.740,16.143,52.375,15.775,9.419
45.849,16.169,99.606,70.257,37.911,31.503,24.586,30.629,38.810,32.281,33.227,41.850,69.909,66.403,37.250,10.210,6.962,12.662,10.221,16.976,51.792,17.716,8.772
44.477,14.355,88.433,65.343,34.670,31.748,26.036,30.986,36.051,31.844,31.341,36.550,74.705,68.306,26.318,10.637,6.298,13.392,14.096,14.155,51.875,17.510,9.559
46.372,14.540,91.144,65.529,37.080,28.371,25.593,35.986,33.759,33.448,31.545,39.000,73.432,69.403,25.182,10.750,6.702,11.405,11.029,15.298,52.500,15.863,7.449
43.953,15.573,98.096,76.371,35.062,32.570,25.007,27.243,37.101,28.385,34.455,36.475,65.091,67.986,36.318,9.944,7.423,11.223,10.760,15.262,49.615,17.735,7.169
48.628,16.089,97.298,69.800,36.134,31.834,24.021,29.743,36.709,30.583,40.273,35.362,71.955,71.042,30.409,9.153,6.913,11.797,10.885,16.619,56.854,16.333,8.434
45.081,13.919,83.067,66.514,34.330,29.424,23.236,34.500,37.722,32.052,34.523,34.800,72.909,70.861,26.795,9.653,6.510,11.223,12.010,14.845,56.229,14.833,9.272
46.384,14.685,91.192,70.143,36.723,29.311,27.743,31.686,37.671,32.062,32.773,36.812,73.432,74.472,29.455,9.669,6.529,9.223,13.606,15.571,52.250,16.647,8.294
48.616,18.097,96.913,74.529,33.482,30.874,25.636,28.786,36.190,28.708,36.955,33.912,66.432,70.264,33.886,11.935,6.952,10.135,11.913,16.476,56.823,18.088,11.022
44.128,15.411,101.942,72.329,36.152,30.735,24.764,26.771,37.595,31.656,40.136,34.213,63.318,73.361,33.023,11.411,7.048,10.216,10.452,19.238,56.156,19.784,9.890
49.221,13.831,99.808,70.814,34.875,31.497,25.307,29.857,36.291,30.427,32.614,40.850,74.068,72.000,26.750,11.903,8.173,8.804,11.808,13.988,57.479,17.324,9.235
47.023,18.194,106.587,77.086,34.143,32.636,26.893,28.414,38.278,29.938,36.727,38.050,76.886,71.431,28.773,11.331,7.885,9.534,12.798,15.500,60.354,18.147,9.993
50.221,17.161,102.125,77.414,35.607,33.053,28.386,27.329,36.544,29.469,37.045,34.912,67.705,78.236,32.750,13.605,9.087,10.034,11.731,17.202,56.542,19.304,10.596
48.384,17.597,108.625,74.614,35.571,32.417,26.271,24.486,37.228,28.896,35.273,37.312,69.591,80.861,33.023,13.032,9.115,9.061,11.538,17.595,57.000,18.333,8.853
50.233,17.839,109.173,72.071,34.786,34.921,27.600,29.171,38.228,31.812,37.909,35.213,67.568,86.264,36.250,13.613,9.173,10.777,10.442,14.036,57.583,19.049,9.544
55.767,17.992,108.038,68.443,36.411,33.702,27.357,28.814,34.987,29.479,43.500,32.175,78.045,76.319,38.386,16.613,8.952,10.324,13.221,15.155,60.312,18.647,9.029
54.349,17.976,100.144,67.271,34.786,33.629,27.964,28.300,40.228,33.708,32.114,35.025,72.159,81.097,28.114,12.718,9.490,11.230,12.885,12.655,59.812,15.794,10.154
56.267,16.331,106.115,63.986,33.857,33.589,30.829,28.471,38.785,35.260,31.295,36.200,77.727,81.764,28.955,15.282,9.587,9.054,13.779,15.464,53.573,18.608,9.779
53.302,17.968,116.779,71.600,32.991,34.616,28.200,27.543,39.367,33.927,46.273,35.062,74.159,81.083,34.159,14.677,12.500,12.108,12.721,17.048,63.781,19.637,9.316
54.442,17.468,103.606,62.514,35.652,33.331,31.107,27.271,34.658,33.188,35.818,36.963,81.568,82.417,26.136,15.363,12.154,11.054,13.250,14.345,58.792,16.461,8.603
